name,opening_hours,price_level,id,scope,rating,types,plus_code,user_ratings_total,vicinity,place_id,business_status,geometry,photos,reference,icon
Schlotzsky's,{'open_now': False},1,bf38a6ea48ccf0a340a7de63e70fc901f7cb8764,GOOGLE,4.2,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27JF+6J Topeka, KS, United States', 'global_code': '86F627JF+6J'}",608,"2019 Southwest Gage Boulevard, Topeka",ChIJ6RIfWqECv4cR3YVOImbmD64,OPERATIONAL,"{'location': {'lat': 39.0305526, 'lng': -95.7259309}, 'viewport': {'northeast': {'lat': 39.0319464802915, 'lng': -95.7244584697085}, 'southwest': {'lat': 39.0292485197085, 'lng': -95.7271564302915}}}","[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111140236423503890424"">Schlotzsky&#39;s</a>'], 'photo_reference': 'CmRaAAAA01cmVTVNej0r6w_2wlF0sw6fP3HGLl7eXWsjpadmN3CE5lAcabblhNlKM-aJD9Y0Qt7EcOBB7lzDGIl4MP8BojLKkzrktGeHZ4dEQereHpzmRXGIFaqcx-Q4henPMksQEhCrJ0Fmt06V94sluGt0a7oNGhSkjMK-5Htxuz27auWov0tpPl87iQ', 'width': 720}]",ChIJ6RIfWqECv4cR3YVOImbmD64,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Panera Bread,{'open_now': False},2,ca230c73ea60c4fee50bd2efb615ab39133ca6b3,GOOGLE,4,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WQV4+7P Lawrence, KS, United States', 'global_code': '86C6WQV4+7P'}",519,"520 West 23rd Street, Lawrence",ChIJnWpt4Llov4cRQ6q_KXJrUbk,OPERATIONAL,"{'location': {'lat': 38.9432384, 'lng': -95.2431361}, 'viewport': {'northeast': {'lat': 38.9444931302915, 'lng': -95.2417852697085}, 'southwest': {'lat': 38.9417951697085, 'lng': -95.24448323029151}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103362015459464842081"">Michael Neises</a>'], 'photo_reference': 'CmRaAAAAw1CBAvo0veutS2_0CAjCALfBBCilGll11nAdO7_hU-LYkUqiw0t9-uERp6-S-9HAftOdiDH_xPmp50HHHR5ZTxRPiCX13LDnWo-Oi6_4Mm7pqv438PPtr4aIQGu4w3plEhDi_WazdQZ4dMmGsRi_pS9MGhQMecLUrA16Pe5428q7rBXL2p2PgA', 'width': 4032}]",ChIJnWpt4Llov4cRQ6q_KXJrUbk,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Pizagel's Pizza & Bakery,{'open_now': False},,f62b735c9aa73d4438e152324208919d4ded1bac,GOOGLE,4.5,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '2784+3J Topeka, KS, United States', 'global_code': '86F62784+3J'}",472,"2830 Southwest Fairlawn Road, Topeka",ChIJaeCb-0z9vocRvBx2dEQOgtE,OPERATIONAL,"{'location': {'lat': 39.0152339, 'lng': -95.7434052}, 'viewport': {'northeast': {'lat': 39.0165879302915, 'lng': -95.7422046197085}, 'southwest': {'lat': 39.0138899697085, 'lng': -95.74490258029151}}}","[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109613235506516409770"">William Buchan</a>'], 'photo_reference': 'CmRaAAAAn9DEjA5cNk5ZXRVO0dTO1gEzLDtAXOdEK9nJi3wLsb1HAqO_RNBu5jTiqTSleDwKcx8uDXoQf8dlaj_r9EvjitAwVMI7fyVpH7YGQlZZYlHxXnTitjbUgTX_mJnPY4yLEhAaeZLjgLVsmk8wXN7eg-SiGhTIYwfKHdZg_iVmo19486_mYSTetA', 'width': 3264}]",ChIJaeCb-0z9vocRvBx2dEQOgtE,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Panera Bread,{'open_now': False},2,7b16cd898b54cc7879849f74cdbcb2b6a6e9e9e2,GOOGLE,4.2,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '26RQ+93 Topeka, KS, United States', 'global_code': '86F626RQ+93'}",663,"1421 Southwest Wanamaker Road, Topeka",ChIJRw2onxr9vocRGqX6OSLw0bs,OPERATIONAL,"{'location': {'lat': 39.04092299999999, 'lng': -95.76226299999999}, 'viewport': {'northeast': {'lat': 39.04233363029149, 'lng': -95.76091236970849}, 'southwest': {'lat': 39.0396356697085, 'lng': -95.7636103302915}}}","[{'height': 1235, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107229803175175627145"">Ryan Purcell</a>'], 'photo_reference': 'CmRaAAAA-wTUBkGwUeoRMu1gP3pMqkDV8Y59vcTz8_KnG-vl_EYtxVz-dsFn3UDrJ_agrx9VrMbyL2iX9bMUq4ZKt_5r9jkGwmITud5L553vTt-YKdF-4ZERaGrPwHfuxNdVA3SOEhApkho0r6CLIty0NcF91MHoGhTBMiRNX90GYfzlToIcvcjbKSg-tw', 'width': 2048}]",ChIJRw2onxr9vocRGqX6OSLw0bs,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Bimbo Baking Co,,2,320e71f13ade1c304a722754bce03706972bdbf2,GOOGLE,3.3,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'X8V3+R9 Topeka, KS, United States', 'global_code': '86C6X8V3+R9'}",3,"4100 Southwest Martin Drive # 1, Topeka",ChIJ_bxIdhgdv4cRQNlN6AcOX3g,OPERATIONAL,"{'location': {'lat': 38.9945371, 'lng': -95.6965266}, 'viewport': {'northeast': {'lat': 38.99588683029149, 'lng': -95.69542116970851}, 'southwest': {'lat': 38.9931888697085, 'lng': -95.69811913029152}}}",,ChIJ_bxIdhgdv4cRQNlN6AcOX3g,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Rosita's Ruff Cakes LLC,,,30f360d8997b401c179d929a3d1007a857ec768e,GOOGLE,4.7,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '48R5+8W Topeka, KS, United States', 'global_code': '86F648R5+8W'}",3,"5206 Northwest Courtland Drive, Topeka",ChIJS-aULlUAv4cRWpeBbfNn3A0,OPERATIONAL,"{'location': {'lat': 39.1408588, 'lng': -95.6901551}, 'viewport': {'northeast': {'lat': 39.1422075802915, 'lng': -95.68893521970848}, 'southwest': {'lat': 39.1395096197085, 'lng': -95.69163318029149}}}",,ChIJS-aULlUAv4cRWpeBbfNn3A0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Panderia Reynosa Bakery,{'open_now': False},,1b4f120d7f1775a2a74bbc553c139fae2bd29018,GOOGLE,4.6,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '385W+J7 Topeka, KS, United States', 'global_code': '86F6385W+J7'}",14,"1200 Northeast Seward Avenue, Topeka",ChIJ55hSd3gDv4cRe4q0TzJGRFw,OPERATIONAL,"{'location': {'lat': 39.0590428, 'lng': -95.65426769999999}, 'viewport': {'northeast': {'lat': 39.0602855802915, 'lng': -95.65291811970849}, 'southwest': {'lat': 39.0575876197085, 'lng': -95.6556160802915}}}",,ChIJ55hSd3gDv4cRe4q0TzJGRFw,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Sam's Club Bakery,{'open_now': False},2,c3bd743116e3b9936fb729ec9481f57e34ec9e53,GOOGLE,3.3,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '26RP+H4 Topeka, KS, United States', 'global_code': '86F626RP+H4'}",4,"1401 Southwest Wanamaker Road, Topeka",ChIJb1h6Gxv9vocRxIzovP0hxg4,OPERATIONAL,"{'location': {'lat': 39.0414988, 'lng': -95.76462509999999}, 'viewport': {'northeast': {'lat': 39.0428499302915, 'lng': -95.76291686970848}, 'southwest': {'lat': 39.0401519697085, 'lng': -95.7656148302915}}}","[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114907077716899858252"">Sam&#39;s Club Bakery</a>'], 'photo_reference': 'CmRaAAAAnwZB7ilnYvG55q-94WeoKSoeXnSpfSR_z53POS1q4en23Qk9ujZq0yFBD2O-_8fVdLPbD8tyFguYOTryimIk9c_qXSx1thNj5whxOHlcF3ArmlddoNvKsoi19EYcuy1bEhD_6SuhIbcH4oS4C_3fGHSXGhSjDyz-xPOdSVmciE48x0UULsbnJw', 'width': 400}]",ChIJb1h6Gxv9vocRxIzovP0hxg4,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Walmart Bakery,{'open_now': False},1,4f553c0fec33e74e6e5d3522f8e81974502153fb,GOOGLE,4,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '26QP+W5 Topeka, KS, United States', 'global_code': '86F626QP+W5'}",2,"1501 Southwest Wanamaker Road, Topeka",ChIJM9WUdBr9vocRCaymRqd8g9Y,OPERATIONAL,"{'location': {'lat': 39.03981880000001, 'lng': -95.7645465}, 'viewport': {'northeast': {'lat': 39.0411639302915, 'lng': -95.7628483197085}, 'southwest': {'lat': 39.0384659697085, 'lng': -95.7655462802915}}}","[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113226231429993465259"">Walmart Bakery</a>'], 'photo_reference': 'CmRaAAAA_lvPNkAGSlK8WHsvLUgO2JZpGenxvxyGGhCh1dHceiAO8x4Qmn_DpzoZOW9w67DX0DpbiSIDJXFPduYmtYxBQapI5jUDn3cEGrqe8XVcFaotiJBMLlIvc7S0DF48QGPQEhAmeplMdY-HJQRHogYJ_c5IGhROFq03rSQwp6BchyVBYogg_N2NRA', 'width': 1080}]",ChIJM9WUdBr9vocRCaymRqd8g9Y,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Le Petit Bon Bon,{'open_now': False},2,44eca3c787b3ae80cd925891dbc8ef5f7a1b39fc,GOOGLE,4.3,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '3734+8G Topeka, KS, United States', 'global_code': '86F63734+8G'}",54,"835 Southwest Fairlawn Road, Topeka",ChIJvw3HNHb9vocR7zBUarmlRDo,OPERATIONAL,"{'location': {'lat': 39.05325430000001, 'lng': -95.74371049999999}, 'viewport': {'northeast': {'lat': 39.05463708029151, 'lng': -95.74233666970848}, 'southwest': {'lat': 39.05193911970851, 'lng': -95.7450346302915}}}","[{'height': 637, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100950996331741092288"">Le Petit Bon Bon</a>'], 'photo_reference': 'CmRaAAAAKTnnRSapiYNzaH27qoXMnVSI8d8RL84qhJhjFOiSSVrYfUYBrD8FQ3UxXHI-P0SyAjTUeF5JLrzoji7XPiYq1pCRM0-cDoiQX0Em6K0_qSIUSFcpexKXUT3Q5umaLaY_EhCsfCPYPH1fXbkjTrlYLkBRGhRFB1AWGbdMhfD0tB5WiqdJ-TXnPw', 'width': 960}]",ChIJvw3HNHb9vocR7zBUarmlRDo,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Dunkin',{'open_now': False},1,d8c05616ef945f6cf234826768c02ef5205751b5,GOOGLE,3.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27HF+M6 Topeka, KS, United States', 'global_code': '86F627HF+M6'}",566,"4009 Southwest 21st Street, Topeka",ChIJxaK-0KYCv4cRmGHkCCy6qNI,OPERATIONAL,"{'location': {'lat': 39.0291848, 'lng': -95.7269628}, 'viewport': {'northeast': {'lat': 39.0306807802915, 'lng': -95.72561306970849}, 'southwest': {'lat': 39.02798281970851, 'lng': -95.72831103029151}}}","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115413944037180503699"">Josh</a>'], 'photo_reference': 'CmRaAAAAJZ4tuzBErLgWtgfdKHGCZpRjfk1u9MnyyHMyegGeS29g7fOT3nVaSGSRW_fTbPmtgKHjSdQOmaN7IsO2-0kXdBsiN_RUhO_qcm8r8CXYydO82UjgBP4LJhhnG86-tnglEhD5iZ3ZSU3fnWeCoMPPCGfkGhQaI5Awr4jre6KnANoiaEwsxvy8Fw', 'width': 1920}]",ChIJxaK-0KYCv4cRmGHkCCy6qNI,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
Josey Baking Co.,{'open_now': False},,5fb86fccdec86d4e727d56535e79bbe1205bdf14,GOOGLE,4.8,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27VM+GF Topeka, KS, United States', 'global_code': '86F627VM+GF'}",245,"3119 Southwest Huntoon Street, Topeka",ChIJYaAuu5ECv4cRgfIWFcwFCyA,OPERATIONAL,"{'location': {'lat': 39.04379429999999, 'lng': -95.7162539}, 'viewport': {'northeast': {'lat': 39.0452551302915, 'lng': -95.71490651970849}, 'southwest': {'lat': 39.0425571697085, 'lng': -95.71760448029151}}}","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111221736281472815581"">Natalie Hogan</a>'], 'photo_reference': 'CmRaAAAAnOmhFdryKuujWQ_zNETBFbC1bTu3rnUA1CJbj1dekuhFui5efUUxizIjJM7_X1OTfqkFGWh_foZfLWdzOUWK1VGwrLk7isqs2gnFdVQ27I_veGtXWWlMfaWkg-GYO1Q-EhAHXyWaaKDBnX5WLYP80lHaGhRvob-Paj8DKzbUvYEYMEpaE-8iHQ', 'width': 3024}]",ChIJYaAuu5ECv4cRgfIWFcwFCyA,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Walmart Bakery,{'open_now': False},1,ac0258d7543db56268556a8b7d9fcd5895e8007a,GOOGLE,5,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'X8X4+G7 Topeka, KS, United States', 'global_code': '86C6X8X4+G7'}",1,"1301 Southwest 37th Street, Topeka",ChIJvW4QDSQdv4cRZZRcJ0l_lQE,OPERATIONAL,"{'location': {'lat': 38.9988477, 'lng': -95.69435460000001}, 'viewport': {'northeast': {'lat': 39.0002719302915, 'lng': -95.6928255697085}, 'southwest': {'lat': 38.9975739697085, 'lng': -95.69552353029151}}}","[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105822420185168323299"">Walmart Bakery</a>'], 'photo_reference': 'CmRaAAAASdJ6TiB-0OLZ5iqltc5wHreqVj1bUoL48dNxxgN2vejKIpldI6jMJ8MR4PR-hMda7rbPq_Yujov-k1P0rHJzuZ7Skdw9LJc1b9IrEQqsIBN-hB6cUMb9DzmMpJrlcsp1EhAjcdtMJpJqhQcZ9-aL8UsLGhSxAvmt73jv5Uw-SLUossLUGw_ClQ', 'width': 1080}]",ChIJvW4QDSQdv4cRZZRcJ0l_lQE,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Daylight Donuts,{'open_now': False},1,1c79d04a5c068931c227b1cad17d4a60097d2355,GOOGLE,4.4,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '28WG+54 Topeka, KS, United States', 'global_code': '86F628WG+54'}",90,"1001 Southeast Quincy Street, Topeka",ChIJ6b-yrhEDv4cR7useCDcQADI,OPERATIONAL,"{'location': {'lat': 39.0454427, 'lng': -95.67469539999999}, 'viewport': {'northeast': {'lat': 39.04675278029149, 'lng': -95.67320146970849}, 'southwest': {'lat': 39.04405481970849, 'lng': -95.6758994302915}}}","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115167408990251356248"">Ram P</a>'], 'photo_reference': 'CmRaAAAA1X9B1P205Nj7Yg360scttNe_ofNweGAqRkCjwEEmJrIoa_iuan9jrkiJSS8LlggnyRzJ4awCVSn68vTrp1c1q28F5jGIkhBq86kCL4G4iyTTIBvruBrnUOL0ziMG6Fy2EhDRatuZ_f6fTMSsUSc6oo2LGhRDdT6ZhWYVYHbZJQZH8nvo-cYcIQ', 'width': 4160}]",ChIJ6b-yrhEDv4cR7useCDcQADI,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Walmart Bakery,{'open_now': False},1,a10260245e48c477a11276e44e0dcc1119a43a78,GOOGLE,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '38VH+F7 Topeka, KS, United States', 'global_code': '86F638VH+F7'}",,"2600 Northwest Rochester Road, Topeka",ChIJzwhE5tsDv4cRhkVSnw_RB_w,OPERATIONAL,"{'location': {'lat': 39.0936964, 'lng': -95.6717619}, 'viewport': {'northeast': {'lat': 39.0947939802915, 'lng': -95.6704133197085}, 'southwest': {'lat': 39.0920960197085, 'lng': -95.67311128029151}}}","[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115245927491325016490"">Walmart Bakery</a>'], 'photo_reference': 'CmRaAAAA0eIHO9RGSZ3VV5xEtGk_QsneAzO6cyfKf2ESY_odG1vtG1S4m41GzWadOBZfvr3OX5N50gLCHUnWGN4V5oVds-YDC5EIWrgoKP52LcaQ8knNjPsCe58lR8sAVKR3fHVPEhAoxObCvBtSZ4UGw3f1MSSuGhToUpcxKJxqB5IOFhPwmDOPqj4DFg', 'width': 1080}]",ChIJzwhE5tsDv4cRhkVSnw_RB_w,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Walmart Bakery,{'open_now': False},1,5f1000cffd28c7fce9b9a1b8ce76951fa5183442,GOOGLE,4.5,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '29C2+6H Topeka, KS, United States', 'global_code': '86F629C2+6H'}",2,"2630 Southeast California Avenue, Topeka",ChIJ6V8VfFMDv4cRHC4OOOn6eUU,OPERATIONAL,"{'location': {'lat': 39.0205912, 'lng': -95.6485077}, 'viewport': {'northeast': {'lat': 39.0219432802915, 'lng': -95.6473860697085}, 'southwest': {'lat': 39.0192453197085, 'lng': -95.65008403029151}}}","[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116173129979539170699"">Walmart Bakery</a>'], 'photo_reference': 'CmRaAAAA2-WTQPb6kotvesCe5_0TqX1-oPsix462dkH4gBBuig1AbBQhAIBIwDwPov7gjkFNEpmO85uiQLmsF8DMvA04DAMLP7sJD9WwETjAQFEvy3BZ122-Qh4YXOJvB6jdYgAdEhAouAyJQGv_2p-Si2FwWPJmGhTghjIarh9l2ncSmEKu50dwO-fQfQ', 'width': 1080}]",ChIJ6V8VfFMDv4cRHC4OOOn6eUU,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Baskin-Robbins,{'open_now': True},1,61bed32fc448c14b3084993e34208760013397f8,GOOGLE,3.9,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '3W43+XJ Paxico, KS, United States', 'global_code': '86F53W43+XJ'}",75,"18094 Southwest Vera Frontage Road, Paxico",ChIJvSYvyuyMvocRdqsqskfFhfg,OPERATIONAL,"{'location': {'lat': 39.0574283, 'lng': -96.09593799999999}, 'viewport': {'northeast': {'lat': 39.05898458029149, 'lng': -96.09450391970849}, 'southwest': {'lat': 39.05628661970849, 'lng': -96.0972018802915}}}","[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106575295698392312100"">Tom Kutz</a>'], 'photo_reference': 'CmRaAAAAof4KuhuVPHIXCfo6UbfHfZRABMJ0ofWirE4lzPQEpanI6n-rHqaydx62l717APVcRCqq297ikBjUUrgSyhjWKvFHZyplWfoML-YGiLREc5O7dkb0eMto26l-wkxalN-_EhBuOdrB4zSR18NxjFHO-GUUGhQaWOorineo8y6Ad9TdYAMX6UIjqA', 'width': 1024}]",ChIJvSYvyuyMvocRdqsqskfFhfg,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Baskin-Robbins,{'open_now': True},1,a1200628ba51783fb06778f93fefb5bdbcbea1a2,GOOGLE,4.6,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '288X+54 Topeka, KS, United States', 'global_code': '86F6288X+54'}",134,"2837 Southeast California Avenue, Topeka",ChIJKSrJmawcv4cRrRTuSsnF4qg,OPERATIONAL,"{'location': {'lat': 39.015386, 'lng': -95.6521262}, 'viewport': {'northeast': {'lat': 39.0167292302915, 'lng': -95.65054136970849}, 'southwest': {'lat': 39.0140312697085, 'lng': -95.65323933029151}}}","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111131626740753012570"">Melissa Fitzpatrick</a>'], 'photo_reference': 'CmRaAAAAw0FX5FbQjuQXcTbBJ945USEznBzmXhOPYIunH5Dqfi0W--XN1jiaelkT9gpgBt6Lsmo73__LD54eOogNEz-2ryYqErlGyvvNXo1BZar8YjZQj5pYF-L4dDUXeW6PUem1EhC964c-IVViusnLGFvO_jDvGhS202ZbznZgpnepV436vLu0PUA-EA', 'width': 3024}]",ChIJKSrJmawcv4cRrRTuSsnF4qg,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Baskin-Robbins,{'open_now': True},1,62d5a238094327872f2823967f1108efb4777dc5,GOOGLE,4.5,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27J9+2P Topeka, KS, United States', 'global_code': '86F627J9+2P'}",318,"4400 Southwest 21st Street, Topeka",ChIJQ7UXqWnAkIgR316ZVD1ki4c,OPERATIONAL,"{'location': {'lat': 39.0300252, 'lng': -95.7306572}, 'viewport': {'northeast': {'lat': 39.0310882302915, 'lng': -95.72930201970848}, 'southwest': {'lat': 39.0283902697085, 'lng': -95.73199998029149}}}","[{'height': 2934, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111901203152566447462"">funny girl</a>'], 'photo_reference': 'CmRaAAAArl-hWxVK1kvs4C61mNlYmO-PXu6k-ZgeIx6Eg0MU-oioIAL7MiqknZv738Bah2XlyMgm9936V4psrIerj5TNNZ3mo3yv8aZYvKiFuWMyh3u-RFmg7CLJmOxYaLMf45QGEhDlaWe3he2wNEqWm_RT2EVyGhTDfY0Q4OxeDuX4QEzxUfZLNGqRuQ', 'width': 5216}]",ChIJQ7UXqWnAkIgR316ZVD1ki4c,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Wheatfields Bakery Cafe,{'open_now': False},2,4e6dd9e05eada2af24b3a4276222dc06d22047fa,GOOGLE,4.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XQ87+W6 Lawrence, KS, United States', 'global_code': '86C6XQ87+W6'}",879,"904 Vermont Street, Lawrence",ChIJOeGYLltvv4cRFQXi4Obzqpw,OPERATIONAL,"{'location': {'lat': 38.9673685, 'lng': -95.2369192}, 'viewport': {'northeast': {'lat': 38.9687169302915, 'lng': -95.23566171970849}, 'southwest': {'lat': 38.9660189697085, 'lng': -95.23835968029151}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115413696709061034050"">Wheatfields Bakery Cafe</a>'], 'photo_reference': 'CmRaAAAABdGSJUOncWTecPrKyGIuqXcfXa6MziuMR80wwZCEbl7RdrMBYnbGO3XXg2EI-dB5iSk7RES7DzlozsN3FD5Nh0oDgpRmpQSJE63wHOFIe3IqCMLM4w09dQA6scCPqvphEhDsrw5xEF_k6UtNaziYUQJoGhSOL4-rfYkKAJzi1J6-idlnXIByyg', 'width': 4032}]",ChIJOeGYLltvv4cRFQXi4Obzqpw,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Schlotzsky's,{'open_now': False},1,bf38a6ea48ccf0a340a7de63e70fc901f7cb8764,GOOGLE,4.2,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27JF+6J Topeka, KS, United States', 'global_code': '86F627JF+6J'}",608,"2019 Southwest Gage Boulevard, Topeka",ChIJ6RIfWqECv4cR3YVOImbmD64,OPERATIONAL,"{'location': {'lat': 39.0305526, 'lng': -95.7259309}, 'viewport': {'northeast': {'lat': 39.0319464802915, 'lng': -95.7244584697085}, 'southwest': {'lat': 39.0292485197085, 'lng': -95.7271564302915}}}","[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111140236423503890424"">Schlotzsky&#39;s</a>'], 'photo_reference': 'CmRaAAAAe4ncxLB49gZQkYykR8miuZFhYwkTYSruJHLheqv4rbCR8LDogiBwUEGlJC8u9od4bIzPI-tjIj0ZZBJDOQyCsvjW7VQXMaGeHOhSgDK9DStQsAS_dvPDVm-3LTqtZR5_EhBM0IyMW5oTBM2HBZclWzmPGhSqEiwQMeaRHon6oqMchBjfwtXpWQ', 'width': 720}]",ChIJ6RIfWqECv4cR3YVOImbmD64,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Panera Bread,{'open_now': False},2,ca230c73ea60c4fee50bd2efb615ab39133ca6b3,GOOGLE,4,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WQV4+7P Lawrence, KS, United States', 'global_code': '86C6WQV4+7P'}",519,"520 West 23rd Street, Lawrence",ChIJnWpt4Llov4cRQ6q_KXJrUbk,OPERATIONAL,"{'location': {'lat': 38.9432384, 'lng': -95.2431361}, 'viewport': {'northeast': {'lat': 38.9444931302915, 'lng': -95.2417852697085}, 'southwest': {'lat': 38.9417951697085, 'lng': -95.24448323029151}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103362015459464842081"">Michael Neises</a>'], 'photo_reference': 'CmRaAAAAXf9J5Rz-ebyeWTJykPl5bCORTnrhlJQ1kne_v8_ZLMSd5njkkf4xBCheLDx3lcMFdkYoJ54UsRDt4980llYBpoqA3vvJMhnojm0orYNywzIha6pv-b7Hl5YzpLwwAIt-EhCafHK98cetFgN0d25dOP7CGhTyVjY2e9XMqnBQo8scsgr52vaP_w', 'width': 4032}]",ChIJnWpt4Llov4cRQ6q_KXJrUbk,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
Pizagel's Pizza & Bakery,{'open_now': False},,f62b735c9aa73d4438e152324208919d4ded1bac,GOOGLE,4.5,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '2784+3J Topeka, KS, United States', 'global_code': '86F62784+3J'}",471,"2830 Southwest Fairlawn Road, Topeka",ChIJaeCb-0z9vocRvBx2dEQOgtE,OPERATIONAL,"{'location': {'lat': 39.0152339, 'lng': -95.7434052}, 'viewport': {'northeast': {'lat': 39.0165879302915, 'lng': -95.7422046197085}, 'southwest': {'lat': 39.0138899697085, 'lng': -95.74490258029151}}}","[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109613235506516409770"">William Buchan</a>'], 'photo_reference': 'CmRaAAAAeokHata6P4hzANtvhzuxae0cBrWtiPi2bytzTh-Do_w4KYwMcq5lgGuszjMH1rlden8REsmDB0x790AHw2jzAfVIKzgpUmG42y-pJbKRbnWZaCqupJqT9ncXZ4mH54icEhAKxcgABVM8vVgtWP5ohDEiGhSAr-KWBqErlboBiD86O4KB3X_J8A', 'width': 3264}]",ChIJaeCb-0z9vocRvBx2dEQOgtE,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
